,Ticker,Fiscal Date,Revenue (USD),Fiscal Year,Total Revenue,Market Share
378,TGT,2007-01-31,59490000000,2007,853341811000,0.06971415115624752
379,TGT,2006-01-31,52620000000,2006,767562923000,0.06855464017768872
380,TJX,2025-01-31,56360000000,2025,1400430642000,0.04024476351039454
381,TJX,2024-01-31,54217000000,2024,2479997933000,0.02186171176941864
382,TJX,2023-01-31,49936000000,2023,2367952111000,0.021088264314142628
383,TJX,2022-01-31,48550000000,2022,2233563149000,0.021736569222023817
384,TJX,2021-01-31,32137000000,2021,2050036470000,0.01567630648053788
385,TJX,2020-01-31,41716977000,2020,1820831850000,0.022910944247817283
386,TJX,2019-01-31,38972934000,2019,1667848375000,0.023367192476354454
387,TJX,2018-01-31,35864664000,2018,1584911418000,0.022628812937228772
388,TJX,2017-01-31,33183744000,2017,1456241666000,0.022787250752925512
389,TJX,2016-01-31,30944938000,2016,1372156286000,0.022552050605115982
390,TJX,2015-01-31,29078407000,2015,1304704129000,0.02228735722809995
391,TJX,2014-01-31,27422696000,2014,1221769594000,0.022445063402027992
392,TJX,2013-01-31,25878372000,2013,1171525917068,0.022089457538221852
393,TJX,2012-01-31,23191455000,2012,1120003482000,0.020706591874684904
394,TJX,2011-01-31,21942193000,2011,1046792430000,0.02096136002817674
395,TJX,2010-01-31,20288444000,2010,980998252000,0.020681427269250627
396,TJX,2009-01-31,18999505000,2009,951927858000,0.019958975714733207
397,TJX,2008-01-31,18336726000,2008,907379923893,0.02020843256188496
398,TJX,2007-01-31,17104013000,2007,853341811000,0.020043566106243447
399,TJX,2006-01-31,15955943000,2006,767562923000,0.020787798005714772
400,TSCO,2024-12-31,14883231000,2024,2479997933000,0.006001307824477126
401,TSCO,2023-12-31,14555741000,2023,2367952111000,0.006146974397152409
402,TSCO,2022-12-31,14204717000,2022,2233563149000,0.006359666618944562
403,TSCO,2021-12-31,12731105000,2021,2050036470000,0.006210184641251773
404,TSCO,2020-12-31,10620352000,2020,1820831850000,0.005832692348829465
405,TSCO,2019-12-31,8351931000,2019,1667848375000,0.005007608080680595
406,TSCO,2018-12-31,7911046000,2018,1584911418000,0.0049914751765640945
407,TSCO,2017-12-31,7256382000,2017,1456241666000,0.00498295177882927
408,TSCO,2016-12-31,6779579000,2016,1372156286000,0.0049408212965035385
409,TSCO,2015-12-31,6226507000,2015,1304704129000,0.00477235172450351
410,TSCO,2014-12-31,5711715000,2014,1221769594000,0.004674952649050783
411,TSCO,2013-12-31,5164784000,2013,1171525917068,0.0044085955972071045
412,TSCO,2012-12-31,4664120000,2012,1120003482000,0.004164379910383172
413,TSCO,2011-12-31,4232743000,2011,1046792430000,0.004043536119190315
414,TSCO,2010-12-31,3638336000,2010,980998252000,0.003708809870539912
415,TSCO,2009-12-31,3206937000,2009,951927858000,0.003368886594765462
416,TSCO,2008-12-31,3007949000,2008,907379923893,0.0033149829754826085
417,TSCO,2007-12-31,2703212000,2007,853341811000,0.003167795091198221
418,TSCO,2006-12-31,2369612000,2006,767562923000,0.0030871892440276195
419,TSCO,2005-12-31,2067979000,2005,122693850000,0.016854789380233808
420,ULTA,2025-01-31,11295654000,2025,1400430642000,0.008065843220816929
421,ULTA,2024-01-31,11207303000,2024,2479997933000,0.004519077556827947
422,ULTA,2023-01-31,10208580000,2023,2367952111000,0.004311142929190767
423,ULTA,2022-01-31,8630889000,2022,2233563149000,0.003864179530300802
424,ULTA,2021-01-31,6151953000,2021,2050036470000,0.0030008992961964233
425,ULTA,2020-01-31,7398068000,2020,1820831850000,0.004063015483829547
426,ULTA,2019-01-31,6716615000,2019,1667848375000,0.0040271136757260685
427,ULTA,2018-01-31,5884506000,2018,1584911418000,0.003712829583514301
428,ULTA,2017-01-31,4854737000,2017,1456241666000,0.003333744057286162
429,ULTA,2016-01-31,3924116000,2016,1372156286000,0.00285981709229294
430,ULTA,2015-01-31,3241369000,2015,1304704129000,0.0024843709220759274
431,ULTA,2014-01-31,2670573000,2014,1221769594000,0.002185823753607016
432,ULTA,2013-01-31,2220256000,2013,1171525917068,0.001895182998218833
433,ULTA,2012-01-31,1776151000,2012,1120003482000,0.001585844176866586
434,ULTA,2011-01-31,1454838000,2011,1046792430000,0.0013898056179103245
435,ULTA,2010-01-31,1222771000,2010,980998252000,0.0012464558397602527
436,ULTA,2009-01-31,1084646000,2009,951927858000,0.0011394203782194596
437,ULTA,2008-01-31,912141000,2008,907379923893,0.0010052470591222398
438,ULTA,2007-01-31,755113000,2007,853341811000,0.0008848892557076404
439,ULTA,2006-01-31,579075000,2006,767562923000,0.0007544332622747074
440,WBA,2024-08-31,147658000000,2024,2479997933000,0.059539565753339685
441,WBA,2023-08-31,139081000000,2023,2367952111000,0.058734718220828076
442,WBA,2022-08-31,132703000000,2022,2233563149000,0.05941313996849077
443,WBA,2021-08-31,132509000000,2021,2050036470000,0.06463738667049176
444,WBA,2020-08-31,121982000000,2020,1820831850000,0.06699245732108651
445,WBA,2019-08-31,120074000000,2019,1667848375000,0.07199335491153384
446,WBA,2018-08-31,131537000000,2018,1584911418000,0.0829932818365247
447,WBA,2017-08-31,118214000000,2017,1456241666000,0.08117746028014007
448,WBA,2016-08-31,117351000000,2016,1372156286000,0.0855230568101628
449,WBA,2015-08-31,103444000000,2015,1304704129000,0.07928540862309175
450,WBA,2014-08-31,76392000000,2014,1221769594000,0.06252570073371788
451,WBA,2013-08-31,72217000000,2013,1171525917068,0.06164353596268604
452,WBA,2012-08-31,71633000000,2012,1120003482000,0.06395783687393929
453,WBA,2011-08-31,72184000000,2011,1046792430000,0.06895731945635106
454,WBA,2010-08-31,67420000000,2010,980998252000,0.06872591246982161
455,WBA,2009-08-31,63335000000,2009,951927858000,0.06653340320669553
456,WBA,2008-08-31,59034000000,2008,907379923893,0.06505984808074881
457,WBA,2007-08-31,53762000000,2007,853341811000,0.06300171784269926
458,WBA,2006-08-31,47409000000,2006,767562923000,0.06176562022394612
459,WBA,2005-08-31,42201600000,2005,122693850000,0.34395856027013577
460,WMT,2025-01-31,680985000000,2025,1400430642000,0.4862682803251602
461,WMT,2024-01-31,648125000000,2024,2479997933000,0.26134094362569776
462,WMT,2023-01-31,611289000000,2023,2367952111000,0.2581509132555257
463,WMT,2022-01-31,572754000000,2022,2233563149000,0.256430627563152
464,WMT,2021-01-31,559151000000,2021,2050036470000,0.272751733045998
465,WMT,2020-01-31,523964000000,2020,1820831850000,0.28776078362205715
466,WMT,2019-01-31,514405000000,2019,1667848375000,0.3084243194469042
467,WMT,2018-01-31,500343000000,2018,1584911418000,0.31569146030343004
468,WMT,2017-01-31,485873000000,2017,1456241666000,0.3336486047227274
469,WMT,2016-01-31,482130000000,2016,1372156286000,0.3513666809817027
470,WMT,2015-01-31,485651000000,2015,1304704129000,0.3722307527088389
471,WMT,2014-01-31,476294000000,2014,1221769594000,0.38983946100724454
472,WMT,2013-01-31,469162000000,2013,1171525917068,0.400470867237987
473,WMT,2012-01-31,446950000000,2012,1120003482000,0.39906125934704906
474,WMT,2011-01-31,421849000000,2011,1046792430000,0.4029920239297107
475,WMT,2010-01-31,408214000000,2010,980998252000,0.41612102689047403
476,WMT,2009-01-31,405607000000,2009,951927858000,0.4260900619634981
477,WMT,2008-01-31,378799000000,2008,907379923893,0.41746460333264845
478,WMT,2007-01-31,348650000000,2007,853341811000,0.408570159701222
479,WMT,2006-01-31,315654000000,2006,767562923000,0.4112418546303337
480,WSM,2025-01-31,7711541000,2025,1400430642000,0.005506549748859323
481,WSM,2024-01-31,7750652000,2024,2479997933000,0.0031252655080337925
482,WSM,2023-01-31,8674417000,2023,2367952111000,0.003663256938222768
483,WSM,2022-01-31,8245936000,2022,2233563149000,0.0036918302505536188
484,WSM,2021-01-31,6783189000,2021,2050036470000,0.0033088138183219734
485,WSM,2020-01-31,5898008000,2020,1820831850000,0.003239183233751101
486,WSM,2019-01-31,5671593000,2019,1667848375000,0.0034005447287736813
487,WSM,2018-01-31,5292359000,2018,1584911418000,0.003339214381254461
488,WSM,2017-01-31,5083812000,2017,1456241666000,0.003491049678563448
489,WSM,2016-01-31,4976090000,2016,1372156286000,0.003626474659461641
490,WSM,2015-01-31,4698719000,2015,1304704129000,0.0036013674637493235
491,WSM,2014-01-31,4387889000,2014,1221769594000,0.003591421018781713
492,WSM,2013-01-31,4042870000,2013,1171525917068,0.0034509437146027183
493,WSM,2012-01-31,3720895000,2012,1120003482000,0.0033222173500349885
494,WSM,2011-01-31,3504158000,2011,1046792430000,0.00334751943133559
495,WSM,2010-01-31,3102704000,2010,980998252000,0.003162802781426363
496,WSM,2009-01-31,3361472000,2009,951927858000,0.0035312255773903406
497,WSM,2008-01-31,3944934000,2008,907379923893,0.004347609965927783
498,WSM,2007-01-31,3727513000,2007,853341811000,0.004368135900468611
499,WSM,2006-01-31,3538947000,2006,767562923000,0.004610627863795344
